"idRecipe","nameRecipe","difficulte","prix","quantite","preparationTime","totalTime","image"
"286","Crème renversée vite faite","facile","bon marché","6 personnes","10 min","50 min","[""https://assets.afcdn.com/recipe/20180208/77419_w150h150c1cx3680cy2456cxb7360cyb4912.webp"", ""https://assets.afcdn.com/recipe/20130123/60717_w150h150c1cx900cy1350.webp"", ""https://assets.afcdn.com/recipe/20130922/52452_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"287","Risotto aux champignons (recette italienne du risotto alla fungaiola)","facile","moyen","4 personnes","30 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"288","Petite soupe de carottes au lait de coco","très facile","bon marché","6 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20130122/23866_w150h150c1cx750cy910.webp"", ""https://assets.afcdn.com/recipe/20100120/23393_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20160406/23867_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"289","Tajine de poulet","facile","bon marché","4 personnes","30 min","1 h 30 min","[""https://assets.afcdn.com/recipe/20130328/46643_w150h150c1cx998cy1344.webp"", ""https://assets.afcdn.com/recipe/20100120/45941_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20130628/51586_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"290","Biscuits sablés au beurre","très facile","bon marché","50 sablés","20 min","40 min","[""https://assets.afcdn.com/recipe/20190704/94701_w150h150c1cx1500cy998cxb3000cyb1996.webp"", ""https://assets.afcdn.com/recipe/20190704/94702_w150h150c1cx2493cy1662cxb4987cyb3325.webp"", ""https://assets.afcdn.com/recipe/20190704/94700_w150h150c1cx2592cy1728cxb5184cyb3456.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"291","Flan de courgettes au saumon fumé","facile","bon marché","4 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"292","Verrines bicolores kiwi-saumon","très facile","moyen","8 personnes","15 min","15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"293","Curry de lotte au lait de coco","facile","moyen","8 personnes","20 min","40 min","[""https://assets.afcdn.com/recipe/20180209/77484_w150h150c1cx2464cy1632cxb4928cyb3264.webp"", ""https://assets.afcdn.com/recipe/20100120/8797_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20130918/8681_w150h150c1cx1296cy968.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"294","Porc au lait de coco (Tahiti)","facile","bon marché","6 personnes","20 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20140924/12775_w150h150c1cx1250cy1727.webp"", ""https://assets.afcdn.com/recipe/20140924/12776_w150h150c1cx1920cy2536.webp"", ""https://assets.afcdn.com/recipe/20160523/20328_w150h150c1cx917cy461.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"295","le bon riz au lait de Bonne-Maman...","très facile","bon marché","4 personnes","5 min","45 min","[""https://assets.afcdn.com/recipe/20220302/129583_w150h150c1cx1750cy1166cxb3500cyb2333.webp"", ""https://assets.afcdn.com/recipe/20130924/28980_w150h150c1cx2670cy1833.webp"", ""https://assets.afcdn.com/recipe/20150303/38894_w150h150c1cx1224cy1632.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"296","La salade piémontaise de Jean-Pierre","très facile","bon marché","4 personnes","45 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"297","Lapin à la moutarde en cocotte","facile","moyen","4 personnes","30 min","1 h 30 min","[""https://assets.afcdn.com/recipe/20151001/27994_w150h150c1cx2592cy1728.webp"", ""https://assets.afcdn.com/recipe/20220428/131572_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20170312/51166_w150h150c1cx2656cy1494.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"298","Lasagnes","moyenne","moyen","4 personnes","1 h 30 min","2 h 5 min","[""https://assets.afcdn.com/recipe/20160404/31313_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20100120/29180_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20130525/47435_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"299","Rôti de porc au miel et aux pommes","très facile","bon marché","4 personnes","15 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"300","Gâteau aux noix de tante Mouche","moyenne","moyen","6 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"301","gratin de ravioles et courgettes","très facile","bon marché","4 personnes","5 min","35 min","[""https://assets.afcdn.com/recipe/20130207/46580_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20140730/49886_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20141004/49256_w150h150c1cx768cy1024.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"302","Gratin de butternut au chèvre","très facile","bon marché","6 personnes","30 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20200304/108725_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200304/108726_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20130929/40360_w150h150c1cx2000cy1500.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"303","Lentilles et saucisses de Morteau à ma façon","très facile","bon marché","5 personnes","10 min","2 h 10 min","[""https://assets.afcdn.com/recipe/20140129/660_w150h150c1cx1808cy2052.webp"", ""https://assets.afcdn.com/recipe/20100120/3350_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20130801/28423_w150h150c1cx1024cy768.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"304","Gigot d'agneau : la recette traditionnelle","très facile","moyen","6 personnes","10 min","55 min","[""https://assets.afcdn.com/recipe/20200218/107807_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200218/107806_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20180208/77449_w150h150c1cx2228cy1200cxb4456cyb2400.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"305","Velouté aux poivrons et au boursin","très facile","bon marché","4 personnes","30 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"306","Crème dessert facile au chocolat","très facile","bon marché","6 personnes","5 min","15 min","[""https://assets.afcdn.com/recipe/20160520/48635_w150h150c1cx1950cy2925.webp"", ""https://assets.afcdn.com/recipe/20160520/48634_w150h150c1cx3000cy2000.webp"", ""https://assets.afcdn.com/recipe/20160520/48636_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"307","Crème de caramel au beurre salé","moyenne","bon marché","3 personnes","5 min","25 min","[""https://assets.afcdn.com/recipe/20161006/39453_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20130819/39452_w150h150c1cx1872cy2808.webp"", ""https://assets.afcdn.com/recipe/20140814/39451_w150h150c1cx900cy1350.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"308","Mousse au chocolat de maman","facile","bon marché","6 personnes","20 min","23 min","[""https://assets.afcdn.com/recipe/20221013/136188_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20201203/116052_w150h150c1cx1366cy1821cxb2733cyb3643.webp"", ""https://assets.afcdn.com/recipe/20100120/269_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"309","Gigot d'agneau aux pommes boulangères","très facile","moyen","6 personnes","15 min","1 h 35 min","[""https://assets.afcdn.com/recipe/20120323/20012_w150h150c1cx1250cy1875.webp"", ""https://assets.afcdn.com/recipe/20130328/20011_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20130331/31039_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"310","Carottes à la carbonara","très facile","bon marché","2 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20160922/14382_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20100120/8298_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20131214/8250_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"311","Coulants au chocolat","facile","bon marché","6 personnes","15 min","25 min","[""https://assets.afcdn.com/recipe/20180827/81935_w150h150c1cx1932cy1288cxb3865cyb2576.webp"", ""https://assets.afcdn.com/recipe/20200309/109011_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200309/109009_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"312","Gâteau au chocolat de type brownie","très facile","assez cher","6 personnes","30 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"313","Boeuf bourguignon débutant","très facile","bon marché","6 personnes","","1 h 30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"314","Blanquette de lapin au riesling et aux girolles","très facile","bon marché","4 personnes","25 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"315","Verrine Mascarpone Poire Caramel","très facile","moyen","6 personnes","1 h","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"316","Samoussa rapide au boeuf","facile","bon marché","10 samoussas","15 min","30 min","[""https://assets.afcdn.com/recipe/20181017/82772_w150h150c1cx1795cy2394cxb3591cyb4788.webp"", ""https://assets.afcdn.com/recipe/20140706/30006_w150h150c1cx768cy1028.webp"", ""https://assets.afcdn.com/recipe/20140823/28827_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"317","Soupe de cresson","très facile","bon marché","4 personnes","15 min","55 min","[""https://assets.afcdn.com/recipe/20181017/82796_w150h150c1cx1623cy2290cxb3309cyb4414.webp"", ""https://assets.afcdn.com/recipe/20160404/35200_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20121026/66150_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"318","Rôti de porc Orloff","très facile","bon marché","6 personnes","10 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20161021/61474_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20130103/53904_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20160229/54044_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"319","Filet mignon à l'italienne","facile","moyen","4 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"320","Sauté de  veau aux olives (Corse)","facile","moyen","3 personnes","30 min","2 h 30 min","[""https://assets.afcdn.com/recipe/20221013/136186_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20161115/61496_w150h150c1cx2092cy1394.webp"", ""https://assets.afcdn.com/recipe/20120908/53553_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"321","Moelleux au chocolat coeur fondant","très facile","bon marché","6 personnes","10 min","20 min","[""https://assets.afcdn.com/recipe/20211001/122336_w150h150c1cx1069cy824cxb2121cyb1414.webp"", ""https://assets.afcdn.com/recipe/20180710/80580_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20131025/25675_w150h150c1cx269cy480.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"322","Gratin de pâtes moelleux, facile et pas cher","très facile","bon marché","2 personnes","15 min","25 min","[""https://assets.afcdn.com/recipe/20161123/34832_w150h150c1cx2644cy1872.webp"", ""https://assets.afcdn.com/recipe/20140719/34830_w150h150c1cx480cy360.webp"", ""https://assets.afcdn.com/recipe/20150124/34831_w150h150c1cx2304cy1728.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"323","Financiers","très facile","bon marché","6 pièces","10 min","30 min","[""https://assets.afcdn.com/recipe/20160405/62840_w150h150c1cx2114cy1284.webp"", ""https://assets.afcdn.com/recipe/20100120/56390_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20121215/56655_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"324","Velouté de chou- fleur","très facile","bon marché","6 personnes","15 min","35 min","[""https://assets.afcdn.com/recipe/20160404/63539_w150h150c1cx1500cy1001.webp"", ""https://assets.afcdn.com/recipe/20130122/63538_w150h150c1cx1000cy1058.webp"", ""https://assets.afcdn.com/recipe/20141112/65776_w150h150c1cx952cy952.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"325","Gratin de brocolis facile","très facile","bon marché","3 personnes","20 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20120824/22181_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20180706/80363_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20140502/32347_w150h150c1cx960cy540.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"326","Tarte au citron inratable (meringuée ou non)","très facile","bon marché","6 personnes","15 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"327","Tagliatelles carbonara 'spéciales'","très facile","bon marché","2 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"328","Moules à la crème","facile","bon marché","4 personnes","15 min","35 min","[""https://assets.afcdn.com/recipe/20180712/80937_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20130909/53333_w150h150c1cx1872cy2808.webp"", ""https://assets.afcdn.com/recipe/20130825/47199_w150h150c1cx1280cy960.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"329","Terrine de canard noisettes et pistaches de Brigitte","facile","moyen","1 grosse terrine","30 min","1 h 30 min","[""https://assets.afcdn.com/recipe/20160404/587_w150h150c1cx1111cy1500.webp"", ""https://assets.afcdn.com/recipe/20100120/2587_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20131229/12471_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
